,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
236,Freiburg,Borussia,13,6,6,2,0.81,0.69,0.37,0.63,7,7,17,20,0.6,0.4,2,0
237,Eintracht Frankfurt,Bayern Munich,13,15,4,5,0.77,0.87,0.29,0.71,19,12,25,21,0.38,0.62,0,1
238,Greuther Fuerth,Borussia Dortmund,9,16,3,9,0.74,0.84,0.4,0.6,13,12,34,36,0.38,0.62,1,6
239,Fortuna,Bayer Leverkusen,12,14,3,4,0.78,0.82,0.38,0.62,13,11,26,24,0.48,0.52,1,4
240,Werder Bremen,Schalke 04,9,17,4,9,0.81,0.76,0.46,0.54,10,18,33,41,0.52,0.48,0,2
241,VfB Stuttgart,Borussia,16,10,5,2,0.79,0.84,0.5,0.5,19,13,24,15,0.46,0.54,2,0
242,Augsburg,Hannover 96,23,10,5,2,0.8,0.7,0.5,0.5,10,4,18,21,0.58,0.42,0,2
243,Hannover 96,VfB Stuttgart,13,14,1,6,0.75,0.77,0.53,0.47,10,10,27,33,0.51,0.49,0,0
244,Schalke 04,Bayer Leverkusen,16,18,9,8,0.81,0.77,0.46,0.54,8,21,32,31,0.54,0.46,2,2
245,Mainz 05,Werder Bremen,10,13,5,6,0.77,0.74,0.38,0.62,12,15,27,39,0.51,0.49,1,1
246,Bayer Leverkusen,Wolfsburg,14,11,7,2,0.77,0.79,0.47,0.53,16,11,19,24,0.51,0.49,1,1
247,Freiburg,Hannover 96,15,10,5,3,0.85,0.73,0.56,0.44,9,4,17,25,0.59,0.41,3,1
248,Wolfsburg,Nuernberg,9,18,4,6,0.71,0.77,0.49,0.51,14,17,23,20,0.46,0.54,2,2
249,Hamburger SV,Freiburg,13,8,5,3,0.72,0.66,0.34,0.66,9,16,38,18,0.57,0.43,0,1
250,Schalke 04,Hoffenheim,14,5,5,1,0.76,0.69,0.51,0.49,11,10,19,19,0.55,0.45,3,0
251,Nuernberg,Mainz 05,5,12,4,3,0.73,0.87,0.45,0.55,13,6,18,19,0.32,0.68,2,1
252,Bayern Munich,Hamburger SV,25,10,15,8,0.88,0.82,0.66,0.34,15,4,19,21,0.55,0.45,9,2
253,Borussia Dortmund,Augsburg,13,12,7,8,0.81,0.78,0.34,0.66,8,12,18,27,0.52,0.48,4,2
254,Greuther Fuerth,Eintracht Frankfurt,14,11,5,4,0.68,0.73,0.51,0.49,10,14,31,31,0.45,0.55,2,3
255,Borussia,Greuther Fuerth,19,20,6,8,0.83,0.75,0.56,0.44,25,11,21,29,0.63,0.37,1,0
256,Fortuna,Werder Bremen,8,16,3,4,0.59,0.76,0.36,0.64,14,15,27,23,0.41,0.59,2,2
257,Augsburg,Eintracht Frankfurt,19,8,4,3,0.77,0.79,0.54,0.46,7,15,22,23,0.46,0.54,2,0
258,Borussia Dortmund,Mainz 05,22,5,7,0,0.84,0.77,0.67,0.33,7,8,25,24,0.61,0.39,2,0
259,Bayern Munich,Nuernberg,21,9,11,4,0.87,0.79,0.64,0.36,7,7,16,26,0.6,0.4,4,0
260,Hannover 96,Bayern Munich,7,15,4,5,0.81,0.86,0.4,0.6,16,14,23,12,0.46,0.54,1,6
261,Borussia,Augsburg,23,11,5,2,0.84,0.68,0.51,0.49,15,10,15,28,0.59,0.41,1,0
262,Wolfsburg,Hoffenheim,13,10,5,5,0.84,0.74,0.47,0.53,16,9,19,28,0.58,0.42,2,2
263,Eintracht Frankfurt,Schalke 04,10,10,3,7,0.69,0.78,0.53,0.47,12,11,19,27,0.45,0.55,1,0
264,Nuernberg,Greuther Fuerth,23,15,8,3,0.82,0.64,0.56,0.44,18,3,18,31,0.66,0.34,0,1
265,Mainz 05,Hamburger SV,12,12,2,4,0.81,0.73,0.44,0.56,5,13,16,27,0.54,0.46,1,2
266,Werder Bremen,Wolfsburg,8,8,3,5,0.73,0.75,0.5,0.5,17,15,30,25,0.53,0.47,0,3
267,Hamburger SV,Fortuna,17,12,4,5,0.81,0.71,0.48,0.52,10,15,23,19,0.64,0.36,2,1
268,Bayer Leverkusen,Hoffenheim,22,5,9,2,0.88,0.77,0.58,0.42,13,12,28,23,0.63,0.37,5,0
269,Fortuna,Borussia Dortmund,8,9,3,6,0.77,0.81,0.42,0.58,12,9,19,19,0.48,0.52,1,2
270,VfB Stuttgart,Freiburg,15,11,7,3,0.8,0.8,0.53,0.47,14,16,40,22,0.48,0.52,2,1
271,Greuther Fuerth,Hannover 96,20,8,8,4,0.74,0.8,0.4,0.6,19,19,24,14,0.43,0.57,2,3
272,Wolfsburg,Borussia,17,6,5,4,0.8,0.77,0.44,0.56,8,8,16,15,0.54,0.46,3,1
273,Bayer Leverkusen,Werder Bremen,8,11,2,4,0.82,0.63,0.46,0.54,12,5,24,22,0.62,0.38,1,0
274,Augsburg,VfB Stuttgart,22,7,7,3,0.76,0.78,0.49,0.51,11,10,34,24,0.45,0.55,3,0
275,Hoffenheim,Nuernberg,23,8,11,2,0.77,0.74,0.6,0.4,8,3,20,29,0.56,0.44,2,1
276,Bayern Munich,Freiburg,16,8,4,2,0.89,0.77,0.54,0.46,22,13,14,24,0.68,0.32,1,0
277,Werder Bremen,Hoffenheim,18,13,3,5,0.76,0.74,0.44,0.56,16,6,24,21,0.39,0.61,2,2
278,Schalke 04,Hamburger SV,20,9,10,1,0.75,0.85,0.58,0.42,17,12,22,22,0.42,0.58,4,1
279,Hannover 96,Mainz 05,13,10,5,6,0.75,0.78,0.61,0.39,6,6,19,17,0.51,0.49,2,2
280,Mainz 05,Eintracht Frankfurt,14,8,2,3,0.82,0.7,0.41,0.59,8,5,23,19,0.58,0.42,0,0
281,Freiburg,Augsburg,17,19,10,6,0.73,0.69,0.47,0.53,22,10,10,22,0.52,0.48,2,0
282,Borussia Dortmund,Bayern Munich,11,6,3,2,0.75,0.81,0.49,0.51,8,14,33,20,0.47,0.53,1,1
283,VfB Stuttgart,Greuther Fuerth,14,10,4,4,0.84,0.72,0.46,0.54,20,7,32,28,0.66,0.34,0,2
284,Borussia,Schalke 04,12,15,0,5,0.67,0.79,0.5,0.5,7,14,15,18,0.42,0.58,0,1
285,Eintracht Frankfurt,Fortuna,17,6,7,2,0.85,0.75,0.44,0.56,13,9,19,25,0.61,0.39,3,1
286,Nuernberg,Bayer Leverkusen,16,20,3,2,0.83,0.8,0.39,0.61,6,13,27,18,0.49,0.51,0,2
287,Wolfsburg,Borussia Dortmund,10,10,3,4,0.8,0.78,0.54,0.46,12,13,17,10,0.48,0.52,3,3
288,Hamburger SV,Wolfsburg,15,19,8,7,0.67,0.75,0.47,0.53,16,18,16,21,0.47,0.53,1,1
289,Mainz 05,Borussia,10,17,4,6,0.84,0.78,0.58,0.42,7,7,17,19,0.55,0.45,2,4
290,Schalke 04,VfB Stuttgart,19,8,4,4,0.76,0.68,0.6,0.4,15,9,16,29,0.54,0.46,1,2
291,Bayer Leverkusen,Hannover 96,22,11,12,3,0.81,0.78,0.55,0.45,10,5,13,16,0.51,0.49,3,1
292,Fortuna,Nuernberg,6,13,2,4,0.72,0.75,0.5,0.5,6,18,24,24,0.55,0.45,1,2
293,Greuther Fuerth,Freiburg,18,15,6,5,0.61,0.87,0.45,0.55,6,20,17,13,0.29,0.71,1,2
294,Bayern Munich,Augsburg,15,6,7,3,0.89,0.76,0.69,0.31,26,9,19,25,0.69,0.31,3,0
295,Hoffenheim,Hamburger SV,18,15,5,5,0.76,0.58,0.45,0.55,6,7,18,15,0.61,0.39,1,4
296,Werder Bremen,Eintracht Frankfurt,16,10,3,2,0.69,0.72,0.41,0.59,4,9,18,21,0.44,0.56,1,1
297,Borussia,Bayern Munich,11,26,5,13,0.77,0.9,0.32,0.68,8,10,15,14,0.34,0.66,3,4
298,Freiburg,Schalke 04,14,12,3,3,0.85,0.71,0.44,0.56,15,16,17,21,0.63,0.37,1,2
299,Hamburger SV,Bayer Leverkusen,13,15,1,7,0.71,0.75,0.48,0.52,10,9,28,13,0.48,0.52,0,1
300,Eintracht Frankfurt,Wolfsburg,11,14,3,4,0.81,0.76,0.6,0.4,6,3,25,20,0.56,0.44,2,2
301,Nuernberg,Werder Bremen,16,18,5,4,0.78,0.8,0.55,0.45,13,3,23,22,0.5,0.5,3,2
302,Borussia Dortmund,Hoffenheim,20,9,8,4,0.85,0.68,0.52,0.48,11,8,25,21,0.67,0.33,1,2
303,VfB Stuttgart,Mainz 05,9,15,3,3,0.78,0.74,0.57,0.43,9,9,15,13,0.58,0.42,2,2
304,Augsburg,Greuther Fuerth,16,6,5,2,0.81,0.65,0.37,0.63,9,9,26,24,0.61,0.39,3,1
,Hertha Berlin,Hertha Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
