,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
17,Amkar,Krylya Sovetov Samara,10,10,1,1,70,73,41,59,10,5,13,14,48,52,1,0
18,Spartak Moscow,Rubin Kazan,20,16,7,5,80,75,42,58,10,9,18,16,56,44,1,0
19,FC Rostov,FC Krasnodar,13,16,3,6,70,85,46,54,4,7,15,9,36,64,0,0
20,Kuban Krasnodar,FC Ufa,14,9,2,2,74,65,50,50,3,3,19,10,64,36,1,1
21,Zenit St.Petersburg,Terek Grozny,15,9,9,2,83,81,54,46,6,6,28,31,47,53,3,0
22,Mordovya,Ural,12,16,6,5,66,69,56,44,7,7,16,23,50,50,1,1
23,Lokomotiv Moscow,Dinamo Moscow,13,10,3,2,81,81,55,45,7,14,27,24,48,52,1,1
24,Krylya Sovetov Samara,Spartak Moscow,14,12,5,4,69,82,38,62,4,4,17,10,39,61,0,2
25,Ural,Lokomotiv Moscow,11,21,5,11,79,74,57,43,8,11,16,21,60,40,1,3
26,Terek Grozny,Mordovya,21,10,3,2,83,64,59,41,8,5,19,24,69,31,0,0
27,FC Ufa,Zenit St.Petersburg,5,26,1,7,64,86,31,69,6,7,13,17,35,65,0,1
28,FC Krasnodar,Kuban Krasnodar,8,13,1,3,82,75,48,52,13,5,17,34,58,42,1,1
29,Rubin Kazan,FC Rostov,9,20,1,8,80,76,43,57,10,6,23,27,54,46,0,3
30,Anzhi Makhachkala,Dinamo Moscow,16,13,6,6,66,80,55,45,11,6,22,17,42,58,2,3
31,CSKA Moscow,Amkar,17,11,4,2,87,76,71,29,7,11,23,18,61,39,2,0
32,Amkar,Anzhi Makhachkala,10,14,6,5,77,72,58,42,7,10,21,21,53,47,1,1
33,Spartak Moscow,CSKA Moscow,16,15,6,8,83,75,50,50,10,4,12,15,57,43,1,2
34,FC Rostov,Krylya Sovetov Samara,11,16,2,5,82,76,50,50,5,8,12,11,56,44,1,1
35,Kuban Krasnodar,Rubin Kazan,15,14,5,8,80,74,44,56,10,13,12,21,55,45,0,1
36,Zenit St.Petersburg,FC Krasnodar,15,11,6,4,85,71,59,41,9,8,20,35,66,34,0,2
37,Mordovya,FC Ufa,12,9,3,2,69,56,64,36,5,4,16,14,62,38,0,1
38,Lokomotiv Moscow,Terek Grozny,14,8,4,0,84,74,47,53,7,6,14,19,57,43,0,0
39,Dinamo Moscow,Ural,11,15,3,2,73,80,42,58,6,2,16,24,47,53,1,0
40,Krylya Sovetov Samara,Kuban Krasnodar,8,13,4,5,65,82,52,48,4,9,15,11,36,64,3,0
41,Terek Grozny,Dinamo Moscow,11,8,2,2,85,72,83,17,3,5,10,24,64,36,1,1
42,FC Ufa,Lokomotiv Moscow,8,13,2,8,67,81,46,54,3,9,19,13,39,61,0,3
43,FC Krasnodar,Mordovya,30,8,4,1,84,60,48,52,10,3,13,25,66,34,0,0
44,Rubin Kazan,Zenit St.Petersburg,12,17,4,10,77,82,47,53,7,5,22,15,45,55,1,3
45,Anzhi Makhachkala,Ural,12,16,5,4,68,79,45,55,6,5,12,16,41,59,1,1
46,CSKA Moscow,FC Rostov,18,8,6,3,81,73,63,37,3,0,23,18,59,41,2,1
47,Amkar,Spartak Moscow,9,11,2,6,72,81,48,52,6,4,18,13,42,58,1,3
48,Spartak Moscow,Anzhi Makhachkala,22,10,6,4,84,64,60,40,12,6,13,27,69,31,1,2
49,FC Rostov,Amkar,18,2,6,0,85,62,65,35,6,3,16,19,66,34,1,0
50,Anzhi Makhachkala,Terek Grozny,16,9,2,3,70,74,62,38,3,9,18,21,48,52,0,2
51,FC Rostov,Kuban Krasnodar,11,16,8,5,61,63,51,49,4,3,12,17,47,53,2,1
52,Kuban Krasnodar,Zenit St.Petersburg,15,17,4,5,64,75,38,62,4,10,27,20,38,62,2,2
53,CSKA Moscow,Zenit St.Petersburg,11,8,4,3,78,82,38,62,6,11,20,17,47,53,2,2
54,Kuban Krasnodar,Anzhi Makhachkala,15,9,8,2,73,59,41,59,7,6,18,21,61,39,1,1
55,Zenit St.Petersburg,Anzhi Makhachkala,13,12,7,6,84,77,68,32,8,10,8,21,51,49,5,1
56,Amkar,Kuban Krasnodar,20,8,3,1,70,67,50,50,5,6,16,24,53,47,1,1
57,Zenit St.Petersburg,FC Rostov,11,11,4,6,80,78,50,50,12,6,14,27,48,52,3,0
58,Mordovya,Kuban Krasnodar,15,15,6,2,73,68,61,39,5,4,22,14,58,42,1,1
59,Spartak Moscow,FC Rostov,10,9,1,4,73,70,57,43,4,3,20,26,49,51,1,0
60,Mordovya,Spartak Moscow,11,11,2,6,72,72,44,56,9,6,19,19,49,51,0,1
61,Lokomotiv Moscow,FC Rostov,20,8,5,2,83,62,50,50,8,2,16,26,70,30,0,2
62,FC Rostov,Anzhi Makhachkala,5,11,1,2,73,78,52,48,5,4,15,21,47,53,1,0
63,Lokomotiv Moscow,Amkar,11,11,5,2,81,74,57,43,10,3,22,22,55,45,3,0
64,Dinamo Moscow,Spartak Moscow,13,10,5,5,70,82,38,62,9,3,17,19,38,62,2,3
65,Kuban Krasnodar,Spartak Moscow,19,15,10,9,63,73,40,60,3,6,22,12,41,59,3,0
66,Dinamo Moscow,CSKA Moscow,11,7,4,4,75,79,42,58,5,4,12,22,47,53,0,2
67,Ural,Amkar,12,9,4,4,70,66,65,35,6,7,22,21,56,44,3,1
68,Zenit St.Petersburg,Amkar,20,7,8,3,81,72,61,39,5,4,13,26,61,39,1,1
69,Ural,Krylya Sovetov Samara,11,8,3,3,82,76,58,42,6,6,11,22,56,44,1,1
70,Terek Grozny,CSKA Moscow,4,11,1,0,77,82,50,50,6,8,19,17,45,55,0,0
71,Mordovya,CSKA Moscow,14,20,9,7,78,87,67,33,7,12,24,25,38,62,4,6
72,Kuban Krasnodar,CSKA Moscow,10,13,5,4,66,81,43,57,6,2,11,11,35,65,0,1
73,Terek Grozny,Rubin Kazan,10,27,3,7,70,83,52,48,5,11,16,16,42,58,2,1
74,FC Ufa,Krylya Sovetov Samara,17,13,10,5,74,74,47,53,5,6,13,13,48,52,1,0
75,Lokomotiv Moscow,Krylya Sovetov Samara,16,10,5,1,87,77,62,38,4,3,11,16,59,41,2,0
76,Zenit St.Petersburg,Krylya Sovetov Samara,18,6,5,3,86,67,25,75,13,4,14,21,68,32,1,3
77,FC Ufa,FC Krasnodar,7,12,2,5,58,81,44,56,3,4,13,20,30,70,1,1
78,FC Krasnodar,Rubin Kazan,20,14,10,4,73,79,50,50,5,4,21,13,44,56,2,1
79,Dinamo Moscow,Rubin Kazan,21,5,5,1,78,62,67,33,12,2,21,17,65,35,0,0
80,Mordovya,Rubin Kazan,16,14,10,5,70,72,47,53,3,3,23,19,47,53,2,1
81,Krylya Sovetov Samara,Terek Grozny,14,10,4,2,75,84,41,59,2,5,21,20,40,60,0,2
82,Krylya Sovetov Samara,FC Krasnodar,9,21,2,9,63,80,66,34,1,5,18,11,37,63,0,4
83,Ural,FC Krasnodar,12,11,4,4,75,81,65,35,4,7,21,15,47,53,3,1
84,Lokomotiv Moscow,FC Krasnodar,13,10,4,3,79,79,42,58,7,7,21,21,46,54,2,1
85,Rubin Kazan,FC Ufa,19,11,6,6,79,60,55,45,10,8,16,26,61,39,3,1
86,Anzhi Makhachkala,Rubin Kazan,16,18,7,8,74,76,52,48,10,10,19,17,47,53,1,2
87,Terek Grozny,FC Ufa,20,9,10,4,85,78,40,60,9,5,17,13,59,41,4,1
88,Anzhi Makhachkala,FC Krasnodar,8,26,5,6,56,84,48,52,1,6,17,21,28,72,2,2
89,Dinamo Moscow,FC Ufa,15,11,3,2,83,68,48,52,9,6,16,24,64,36,2,0
90,FC Ufa,Dinamo Moscow,7,7,2,4,62,71,59,41,3,4,23,28,44,56,0,1
91,Krylya Sovetov Samara,Dinamo Moscow,11,10,2,2,70,81,59,41,5,8,19,13,41,59,0,0
92,CSKA Moscow,Ural,16,9,6,4,81,75,52,48,7,3,18,20,55,45,3,2
93,Ural,Terek Grozny,21,12,6,6,82,77,48,52,8,8,13,14,53,47,3,3
94,Terek Grozny,Ural,26,5,10,1,88,68,52,48,10,1,13,23,69,31,1,1
95,FC Krasnodar,Terek Grozny,13,11,4,4,83,73,41,59,4,3,11,22,55,45,1,1
96,Amkar,Dinamo Moscow,13,12,2,3,70,74,50,50,6,8,20,16,47,53,1,1
97,Krylya Sovetov Samara,Mordovya,13,14,6,3,78,73,50,50,7,10,12,10,53,47,1,0
98,Mordovya,Krylya Sovetov Samara,10,9,3,4,80,62,58,42,7,3,17,14,64,36,1,2
99,Rubin Kazan,Ural,25,12,5,5,75,72,52,48,5,7,16,20,53,47,1,2
100,Spartak Moscow,Lokomotiv Moscow,17,10,7,4,83,74,50,50,8,7,15,17,63,37,1,2
101,FC Ufa,Ural,9,14,3,2,66,68,53,47,4,10,23,16,50,50,0,1
102,Ural,FC Ufa,11,9,3,2,78,66,59,41,3,8,14,20,59,41,1,0
103,Anzhi Makhachkala,FC Ufa,25,5,7,0,70,57,68,32,4,6,20,18,58,42,1,1
104,FC Rostov,Mordovya,19,9,5,4,73,60,46,54,5,5,12,20,60,40,3,2
105,FC Krasnodar,Dinamo Moscow,8,15,6,2,77,80,49,51,6,3,15,19,50,50,4,0
106,Dinamo Moscow,FC Krasnodar,12,10,3,7,70,81,65,35,9,4,19,10,39,61,1,4
107,CSKA Moscow,Lokomotiv Moscow,11,9,4,4,78,67,56,44,4,11,23,6,63,37,1,1
108,Dinamo Moscow,Anzhi Makhachkala,14,7,3,3,78,67,50,50,3,5,21,20,57,43,1,2
109,Rubin Kazan,Lokomotiv Moscow,19,8,10,4,76,74,55,45,9,7,20,13,45,55,3,1
110,Lokomotiv Moscow,Rubin Kazan,15,6,6,0,81,65,52,48,5,4,12,24,62,38,1,0
111,Amkar,Mordovya,10,8,4,2,81,69,43,57,0,2,9,17,59,41,2,1
112,Amkar,CSKA Moscow,9,22,5,8,67,86,55,45,2,10,18,20,31,69,2,0
113,Terek Grozny,Anzhi Makhachkala,19,11,9,3,83,68,63,37,2,10,23,21,65,35,3,2
114,Spartak Moscow,Zenit St.Petersburg,18,11,6,4,77,74,37,63,10,7,17,11,52,48,2,2
115,FC Krasnodar,Zenit St.Petersburg,13,13,1,5,78,65,43,57,3,6,17,20,58,42,0,0
116,Zenit St.Petersburg,CSKA Moscow,14,7,7,1,76,63,55,45,4,3,7,20,56,44,2,0
117,FC Rostov,Dinamo Moscow,11,13,4,3,67,79,46,54,2,6,15,13,38,62,1,0
118,FC Ufa,Mordovya,13,13,2,5,72,72,52,48,6,4,10,22,50,50,1,1
119,Kuban Krasnodar,Amkar,14,12,5,6,66,64,43,57,8,5,16,24,52,48,1,1
120,Kuban Krasnodar,Lokomotiv Moscow,10,15,7,5,65,77,47,53,8,5,10,22,39,61,6,2
121,Terek Grozny,Lokomotiv Moscow,8,11,3,4,80,76,48,52,5,5,21,10,56,44,2,1
122,FC Rostov,Spartak Moscow,10,10,6,0,52,79,64,36,7,2,15,13,32,68,2,0
123,Zenit St.Petersburg,Mordovya,14,5,4,2,82,72,65,35,6,3,11,22,62,38,0,0
124,Ural,Dinamo Moscow,6,14,4,5,70,72,50,50,3,12,35,26,52,48,1,1
125,Anzhi Makhachkala,FC Rostov,7,12,3,2,61,80,53,47,16,7,20,26,33,67,0,0
126,Mordovya,Anzhi Makhachkala,11,13,4,4,70,83,40,60,5,10,25,5,43,57,4,0
127,Anzhi Makhachkala,Amkar,9,6,3,3,79,63,37,63,9,2,23,35,58,42,0,1
128,Spartak Moscow,Kuban Krasnodar,17,14,6,7,77,57,50,50,3,4,21,16,63,37,2,2
129,Lokomotiv Moscow,Zenit St.Petersburg,11,15,3,6,76,84,53,47,8,7,26,24,41,59,2,0
130,CSKA Moscow,Spartak Moscow,18,9,9,2,72,67,38,62,7,8,23,17,50,50,1,0
131,Amkar,Zenit St.Petersburg,12,6,5,2,70,77,43,57,6,5,16,24,42,58,0,2
132,Dinamo Moscow,Kuban Krasnodar,12,6,7,1,72,61,48,52,5,0,19,28,56,44,2,1
133,Krylya Sovetov Samara,FC Rostov,13,13,6,5,77,77,49,51,7,5,14,20,49,51,0,1
134,CSKA Moscow,Mordovya,18,7,9,4,84,65,67,33,8,6,10,24,68,32,7,1
135,Ural,FC Rostov,15,5,3,1,82,78,67,33,9,6,15,16,55,45,1,2
136,Rubin Kazan,Kuban Krasnodar,20,10,6,2,73,61,51,49,8,10,25,13,59,41,1,0
137,Krylya Sovetov Samara,Lokomotiv Moscow,4,7,0,0,73,81,63,37,3,9,14,10,45,55,0,0
138,Terek Grozny,Spartak Moscow,12,6,3,2,83,75,72,28,11,7,16,17,56,44,2,1
139,Kuban Krasnodar,Krylya Sovetov Samara,13,23,5,5,66,73,45,55,15,9,22,15,43,57,2,0
140,Rubin Kazan,Dinamo Moscow,11,12,6,4,70,72,33,67,7,5,20,13,48,52,4,1
141,FC Ufa,Amkar,12,14,3,4,69,61,51,49,3,5,21,21,51,49,2,1
142,Dinamo Moscow,Terek Grozny,5,10,1,3,66,80,45,55,7,10,15,22,41,59,0,1
143,FC Krasnodar,Ural,21,8,12,3,86,75,57,43,11,4,14,12,58,42,6,0
144,FC Krasnodar,CSKA Moscow,6,19,3,4,67,75,42,58,3,0,7,21,41,59,2,1
145,Lokomotiv Moscow,FC Ufa,11,5,4,0,82,62,65,35,8,5,19,29,64,36,2,0
146,FC Ufa,Terek Grozny,6,7,2,1,59,80,52,48,9,8,22,23,30,70,1,0
147,Rubin Kazan,Krylya Sovetov Samara,20,10,6,3,81,71,42,58,5,5,21,26,57,43,2,0
148,Mordovya,FC Krasnodar,23,6,8,5,73,77,51,49,5,4,16,5,49,51,0,1
149,Dinamo Moscow,Krylya Sovetov Samara,13,9,4,1,76,78,35,65,10,6,18,8,50,50,0,1
150,Lokomotiv Moscow,Anzhi Makhachkala,14,5,3,2,84,62,74,26,4,7,21,21,69,31,0,2
151,Zenit St.Petersburg,Rubin Kazan,19,15,6,5,81,67,50,50,14,2,10,22,55,45,4,2
152,Terek Grozny,FC Krasnodar,11,9,3,3,82,79,53,47,5,5,17,16,53,47,0,1
153,Mordovya,Dinamo Moscow,5,9,3,5,64,77,47,53,7,4,15,20,41,59,1,1
154,Ural,Anzhi Makhachkala,8,10,4,3,70,73,43,57,3,5,17,20,49,51,4,2
155,Zenit St.Petersburg,Ural,14,4,8,2,83,83,50,50,7,6,16,17,52,48,3,0
156,FC Rostov,CSKA Moscow,10,9,5,3,61,72,33,67,1,1,15,13,39,61,2,0
157,Kuban Krasnodar,Terek Grozny,8,14,2,8,72,81,44,56,4,6,15,23,40,60,2,2
158,Spartak Moscow,Amkar,17,11,6,4,82,54,48,52,12,5,11,30,71,29,2,1
159,FC Rostov,FC Ufa,10,10,4,4,70,70,63,37,2,8,13,14,57,43,1,1
160,Anzhi Makhachkala,Spartak Moscow,11,21,1,11,73,85,50,50,9,11,17,21,37,63,0,4
161,Spartak Moscow,FC Krasnodar,16,13,7,5,70,77,42,58,12,6,22,22,43,57,3,2
162,Amkar,FC Rostov,9,8,1,1,68,71,63,37,5,2,16,17,55,45,0,0
163,Amkar,Rubin Kazan,19,10,5,7,78,69,44,56,5,2,21,15,57,43,1,2
164,CSKA Moscow,Kuban Krasnodar,19,1,7,0,77,59,65,35,8,6,18,22,65,35,2,0
165,CSKA Moscow,Krylya Sovetov Samara,19,10,6,5,81,68,58,42,5,6,16,25,65,35,0,2
166,Krylya Sovetov Samara,Zenit St.Petersburg,14,11,5,3,75,82,50,50,1,0,21,15,44,56,0,2
167,Anzhi Makhachkala,CSKA Moscow,6,7,1,3,69,84,39,61,3,8,13,22,32,68,1,1
168,Rubin Kazan,Mordovya,13,13,5,4,78,67,65,35,2,6,10,16,56,44,1,1
169,Krylya Sovetov Samara,Amkar,7,12,1,2,70,61,62,38,6,11,16,20,55,45,0,0
170,CSKA Moscow,FC Ufa,19,4,8,0,81,57,33,67,6,6,19,17,71,29,2,0
171,FC Krasnodar,Lokomotiv Moscow,13,9,6,6,83,66,33,67,6,7,15,21,69,31,1,2
172,Rubin Kazan,Spartak Moscow,12,17,8,9,77,75,29,71,4,2,9,11,54,46,2,2
173,Amkar,Terek Grozny,7,13,1,3,64,83,50,50,2,7,19,16,35,65,1,0
174,FC Krasnodar,FC Rostov,18,9,6,4,81,67,35,65,12,2,10,26,63,37,2,1
175,Spartak Moscow,Ural,16,14,5,4,83,77,43,57,8,6,13,27,53,47,0,1
176,FC Ufa,Kuban Krasnodar,14,9,7,3,70,65,55,45,7,2,16,20,56,44,2,2
177,Terek Grozny,Zenit St.Petersburg,14,12,7,4,85,81,32,68,4,5,18,18,53,47,4,1
178,Ural,Mordovya,14,2,7,1,78,62,35,65,8,3,22,14,62,38,3,1
179,Dinamo Moscow,Lokomotiv Moscow,8,12,5,3,72,77,51,49,4,10,22,18,47,53,2,2
180,Spartak Moscow,Krylya Sovetov Samara,15,15,5,3,82,78,45,55,8,7,14,21,53,47,1,0
181,Lokomotiv Moscow,Ural,14,8,6,4,79,68,36,64,8,4,10,27,60,40,2,2
182,Mordovya,Terek Grozny,11,12,3,4,71,83,62,38,3,9,27,10,40,60,0,0
183,Zenit St.Petersburg,FC Ufa,33,2,11,1,85,48,59,41,5,6,9,10,78,22,1,1
184,Kuban Krasnodar,FC Krasnodar,10,18,2,9,64,75,59,41,4,10,21,21,39,61,2,3
185,FC Rostov,Rubin Kazan,10,13,5,3,65,72,59,41,1,5,14,13,47,53,1,0
186,Mordovya,Zenit St.Petersburg,5,15,1,7,70,88,53,47,2,6,17,8,30,70,0,3
187,Anzhi Makhachkala,Mordovya,15,7,8,1,72,69,56,44,5,4,20,23,45,55,3,0
188,Zenit St.Petersburg,Lokomotiv Moscow,8,12,4,3,84,78,43,57,2,3,19,13,54,46,1,1
189,Kuban Krasnodar,Dinamo Moscow,16,9,3,4,66,78,56,44,9,1,10,9,38,62,1,0
190,FC Rostov,Ural,14,3,2,0,79,66,61,39,3,2,13,16,58,42,1,0
191,Spartak Moscow,Terek Grozny,10,10,3,2,76,82,42,58,7,4,12,17,40,60,3,0
192,Amkar,FC Ufa,9,3,3,0,76,55,54,46,5,3,16,19,61,39,1,0
193,CSKA Moscow,FC Krasnodar,12,11,3,5,66,81,55,45,3,7,21,12,37,63,2,0
194,Krylya Sovetov Samara,Rubin Kazan,12,11,4,7,68,81,55,45,3,2,16,14,40,60,1,1
195,Krylya Sovetov Samara,Anzhi Makhachkala,2,22,0,4,64,76,61,39,3,7,12,15,42,58,0,0
196,Rubin Kazan,CSKA Moscow,11,13,5,4,74,78,59,41,5,5,15,18,48,52,0,1
197,FC Krasnodar,Amkar,16,6,6,2,88,69,48,52,6,5,13,18,67,33,1,0
198,FC Ufa,Spartak Moscow,10,16,6,4,52,84,30,70,6,4,13,15,28,72,3,1
199,Terek Grozny,FC Rostov,18,12,5,7,84,69,77,23,4,3,10,20,66,34,0,2
200,Ural,Kuban Krasnodar,11,11,6,5,84,73,50,50,6,11,15,16,63,37,2,0
201,Dinamo Moscow,Zenit St.Petersburg,7,14,2,9,68,84,44,56,5,7,16,18,34,66,0,3
202,Lokomotiv Moscow,Mordovya,27,18,12,5,86,79,61,39,6,7,16,19,54,46,3,0
203,Mordovya,Amkar,15,9,4,3,73,67,55,45,4,4,24,20,54,46,1,1
204,Lokomotiv Moscow,Spartak Moscow,12,8,5,5,84,73,56,44,8,3,17,26,61,39,0,2
205,Zenit St.Petersburg,Spartak Moscow,17,12,8,5,82,77,57,43,4,4,8,20,58,42,5,2
206,Mordovya,FC Rostov,8,16,2,5,60,76,28,72,8,6,14,13,39,61,2,1
207,Kuban Krasnodar,FC Rostov,7,14,2,7,55,66,73,27,4,5,18,12,44,56,0,1
208,Zenit St.Petersburg,Kuban Krasnodar,18,5,9,2,87,70,64,36,9,2,15,18,74,26,4,1
209,Anzhi Makhachkala,Kuban Krasnodar,16,14,3,4,71,66,36,64,7,5,17,36,54,46,1,0
210,Anzhi Makhachkala,Zenit St.Petersburg,7,12,3,4,69,86,35,65,5,6,17,17,30,70,0,1
211,FC Rostov,Zenit St.Petersburg,5,9,3,2,67,83,44,56,3,10,13,17,36,64,3,0
212,Kuban Krasnodar,Mordovya,12,13,3,4,82,71,55,45,4,4,9,17,60,40,1,2
213,Spartak Moscow,Mordovya,19,9,5,5,81,71,35,65,10,6,11,14,59,41,2,2
214,FC Rostov,Lokomotiv Moscow,5,9,3,1,64,80,28,72,3,5,21,22,39,61,2,1
215,Amkar,Lokomotiv Moscow,11,6,4,2,72,65,58,42,2,2,14,19,56,44,0,1
216,Spartak Moscow,Dinamo Moscow,12,17,7,5,83,72,57,43,3,8,15,13,59,41,3,0
217,CSKA Moscow,Dinamo Moscow,12,7,4,2,78,65,59,41,5,6,20,12,60,40,1,0
218,Amkar,Ural,13,7,6,2,79,76,42,58,4,4,23,27,52,48,1,1
219,Krylya Sovetov Samara,Ural,15,12,5,6,75,79,63,37,3,2,7,8,48,52,1,1
220,CSKA Moscow,Terek Grozny,14,5,6,1,82,77,55,45,4,6,20,15,54,46,1,0
221,Rubin Kazan,Terek Grozny,14,10,3,4,77,71,62,38,8,3,17,22,54,46,0,1
222,Krylya Sovetov Samara,FC Ufa,9,5,3,0,74,65,56,44,5,5,16,17,56,44,1,0
223,FC Krasnodar,FC Ufa,18,2,8,2,87,52,55,45,4,2,14,10,80,20,4,0
224,Rubin Kazan,FC Krasnodar,8,24,3,9,66,84,46,54,4,1,15,10,33,67,1,1
225,Terek Grozny,Krylya Sovetov Samara,18,13,2,2,87,73,67,33,8,0,17,15,64,36,0,1
226,FC Krasnodar,Krylya Sovetov Samara,22,7,10,4,90,69,30,70,5,10,15,17,73,27,3,0
227,Ural,Rubin Kazan,11,12,3,4,74,70,39,61,3,3,10,17,54,46,0,1
228,FC Ufa,Rubin Kazan,9,12,3,2,67,78,55,45,4,6,16,23,38,62,1,1
229,Rubin Kazan,Anzhi Makhachkala,15,15,8,2,78,67,24,76,4,2,11,18,60,40,1,2
230,FC Ufa,Anzhi Makhachkala,10,10,6,2,57,78,66,34,7,11,20,17,32,68,2,0
231,FC Krasnodar,Anzhi Makhachkala,17,7,8,2,85,65,50,50,5,13,26,21,71,29,3,0
232,FC Ufa,CSKA Moscow,4,12,2,7,56,82,60,40,7,3,12,16,28,72,1,3
233,Lokomotiv Moscow,CSKA Moscow,5,12,2,4,67,84,59,41,5,3,17,17,31,69,1,1
234,Ural,CSKA Moscow,3,17,0,9,71,81,64,36,2,6,16,17,41,59,0,3
235,Terek Grozny,Amkar,8,7,2,2,84,72,42,58,5,2,18,18,61,39,2,0
236,Dinamo Moscow,Amkar,8,11,1,2,70,73,33,67,6,9,28,28,51,49,0,0
237,Ural,Spartak Moscow,9,7,1,3,78,66,50,50,7,10,12,14,60,40,0,1
238,Dinamo Moscow,FC Rostov,14,17,2,7,78,75,52,48,3,7,15,12,52,48,1,3
239,Lokomotiv Moscow,Kuban Krasnodar,28,5,5,1,89,61,63,37,6,5,11,22,73,27,0,1
