,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
148,AZ Alkmaar,FC Utrecht,14,16,6,6,72,82,29,71,9,11,18,13,41,59,2,2
149,NEC Nijmegen,FC Groningen,17,7,4,1,84,68,41,59,4,11,21,20,63,37,1,1
150,Feyenoord,Heracles,15,9,5,2,78,72,54,46,2,5,19,20,54,46,3,0
151,NEC Nijmegen,FC Utrecht,14,11,5,5,79,84,45,55,3,6,17,11,51,49,1,0
152,Excelsior,Roda,11,7,3,4,75,71,56,44,10,12,24,16,51,49,0,1
153,Excelsior,Cambuur,12,13,5,8,74,81,47,53,8,5,11,12,41,59,1,4
154,Roda,FC Groningen,13,7,5,3,75,79,55,45,4,5,11,12,46,54,0,0
155,NEC Nijmegen,PEC Zwolle,12,14,6,4,83,67,38,62,4,12,18,12,65,35,2,2
156,ADO Den Haag,Vitesse,11,13,6,4,75,82,61,39,10,16,19,16,44,56,2,2
157,SC Heerenveen,Willem II,16,13,4,5,69,72,50,50,13,12,9,25,54,46,3,1
158,SC Heerenveen,ADO Den Haag,16,10,5,8,76,55,70,30,4,2,15,18,67,33,0,4
159,SC Heerenveen,Excelsior,25,8,10,4,76,72,58,42,13,10,20,18,53,47,2,1
160,Cambuur,De Graafschap,15,9,4,5,76,52,54,46,20,6,9,17,68,32,2,3
161,AZ Alkmaar,Feyenoord,18,16,7,6,68,77,43,57,7,7,18,21,41,59,4,2
162,Excelsior,FC Groningen,9,15,5,4,76,85,70,30,5,7,23,14,41,59,2,1
163,Twente,De Graafschap,16,16,7,6,80,77,53,47,11,3,11,21,48,52,2,1
164,PSV Eindhoven,Willem II,16,12,3,3,81,78,76,24,12,8,13,13,49,51,2,0
165,PSV Eindhoven,De Graafschap,28,9,13,3,87,76,63,37,11,3,11,18,64,36,4,2
166,FC Utrecht,PEC Zwolle,14,13,8,2,76,78,67,33,7,2,14,31,52,48,1,0
167,FC Utrecht,ADO Den Haag,15,10,3,5,65,69,35,65,7,4,15,23,49,51,2,2
168,SC Heerenveen,AZ Alkmaar,13,17,4,7,76,72,55,45,7,23,30,23,51,49,4,2
169,NEC Nijmegen,AZ Alkmaar,5,19,3,11,76,78,58,42,5,11,20,24,50,50,0,3
170,PSV Eindhoven,Twente,18,14,8,3,84,81,67,33,11,11,32,16,54,46,4,2
171,Heracles,Cambuur,22,14,8,6,76,74,44,56,10,6,18,16,51,49,3,1
172,ADO Den Haag,PEC Zwolle,14,9,3,6,77,64,53,47,15,10,14,14,60,40,0,2
173,FC Utrecht,NEC Nijmegen,15,7,7,3,76,82,65,35,7,6,17,8,47,53,3,1
174,Roda,Ajax,9,5,4,3,78,87,38,62,2,10,28,19,46,54,2,2
175,ADO Den Haag,Cambuur,17,11,6,3,63,77,55,45,6,9,19,14,40,60,2,1
176,Vitesse,Feyenoord,9,7,2,5,78,70,53,47,11,8,11,25,51,49,0,2
177,AZ Alkmaar,FC Groningen,19,7,6,5,72,76,78,22,9,3,14,15,46,54,4,1
178,FC Groningen,De Graafschap,14,13,6,5,79,69,48,52,7,6,18,29,60,40,3,1
179,Cambuur,SC Heerenveen,11,15,3,7,77,65,39,61,6,7,15,19,60,40,0,1
180,Willem II,FC Groningen,13,13,5,4,73,65,62,38,3,12,16,19,53,47,1,1
181,Ajax,NEC Nijmegen,21,10,7,5,86,69,51,49,21,7,14,16,65,35,2,2
182,SC Heerenveen,NEC Nijmegen,19,7,5,2,80,71,61,39,15,5,16,21,59,41,1,1
