,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
20,PSV Eindhoven,Go Ahead Eagles,27,10,10,4,88,83,61,39,9,8,14,19,57,43,3,0
21,Roda,Vitesse,12,19,2,8,78,87,62,38,4,16,24,19,43,57,1,1
22,RKC Waalwijk,AZ Alkmaar,16,14,4,6,77,85,42,58,9,10,18,20,43,57,1,2
23,Ajax,Feyenoord,16,6,5,2,88,77,51,49,10,9,12,29,61,39,2,1
24,SC Heerenveen,Heracles,12,17,4,8,76,72,43,57,5,12,21,22,57,43,2,4
25,NAC Breda,ADO Den Haag,7,15,3,4,78,74,45,55,10,7,18,15,53,47,1,2
26,Twente,FC Utrecht,24,5,14,2,88,79,31,69,8,3,11,18,61,39,6,0
27,SC Heerenveen,Ajax,11,15,5,6,65,85,36,64,10,10,20,13,28,72,3,3
28,ADO Den Haag,Roda,12,12,5,6,80,75,42,58,2,1,18,21,52,48,0,4
29,Heracles,PSV Eindhoven,17,12,3,4,69,82,61,39,5,15,22,17,37,63,1,1
30,NEC Nijmegen,RKC Waalwijk,13,20,5,4,74,85,48,52,10,11,14,15,42,58,2,2
31,PEC Zwolle,Cambuur,16,9,8,4,83,76,48,52,9,2,21,25,58,42,2,0
32,Feyenoord,NAC Breda,22,6,10,2,85,77,81,16,7,1,12,12,60,40,3,1
33,Go Ahead Eagles,FC Groningen,17,23,6,9,86,73,60,40,5,2,27,16,66,34,3,3
34,FC Utrecht,AZ Alkmaar,14,11,7,1,80,76,63,37,5,2,25,18,50,50,2,0
35,Vitesse,Twente,10,25,5,5,81,86,46,54,11,12,20,18,44,56,1,0
36,NAC Breda,NEC Nijmegen,14,13,3,3,83,68,34,66,9,3,14,28,59,41,1,1
37,Heracles,ADO Den Haag,18,8,6,0,74,74,46,54,7,6,28,16,51,49,1,0
38,PSV Eindhoven,Cambuur,14,11,1,2,85,75,50,50,8,7,23,29,56,44,0,0
39,Twente,SC Heerenveen,26,8,9,4,86,74,65,35,11,8,17,28,62,38,1,1
40,RKC Waalwijk,Go Ahead Eagles,8,15,3,9,85,85,31,69,7,4,19,22,45,55,1,4
41,AZ Alkmaar,Vitesse,8,21,4,6,74,88,52,48,10,13,34,21,37,63,1,1
42,Feyenoord,Roda,17,10,9,0,76,80,48,52,7,3,27,19,47,53,4,0
43,FC Groningen,Ajax,12,8,6,3,80,87,45,55,7,18,20,21,37,63,1,1
44,PEC Zwolle,FC Utrecht,21,8,5,2,86,79,80,20,5,8,16,21,60,40,1,1
45,ADO Den Haag,Vitesse,12,9,4,5,57,63,60,40,9,13,20,15,37,63,2,1
46,Ajax,PEC Zwolle,15,11,3,5,90,85,67,33,11,5,18,25,56,44,2,1
47,Cambuur,Heracles,9,16,5,1,74,66,61,39,4,4,15,14,57,43,2,0
48,Roda,NAC Breda,8,19,2,7,79,84,53,47,10,9,15,8,51,49,1,5
49,Twente,PSV Eindhoven,15,14,5,7,80,82,55,45,7,12,18,10,47,53,2,2
50,AZ Alkmaar,Go Ahead Eagles,18,9,8,1,78,78,50,50,7,7,20,24,46,54,3,0
51,SC Heerenveen,FC Groningen,18,11,8,5,84,70,68,32,13,5,24,23,62,38,4,2
52,NEC Nijmegen,Feyenoord,15,22,7,8,66,77,56,44,4,11,18,17,43,57,3,3
53,FC Utrecht,RKC Waalwijk,17,14,8,4,84,81,58,42,9,13,35,16,57,43,2,1
54,Go Ahead Eagles,Cambuur,30,8,5,2,85,68,50,50,4,8,11,15,65,35,0,0
55,ADO Den Haag,NEC Nijmegen,20,11,5,3,81,77,60,40,12,13,10,13,51,49,1,1
56,FC Groningen,RKC Waalwijk,17,5,7,2,86,70,32,68,5,6,26,19,66,34,4,1
57,Heracles,Twente,12,14,4,6,74,78,22,78,3,6,14,15,50,50,0,3
58,Roda,SC Heerenveen,18,22,7,6,80,74,59,41,4,11,17,23,57,43,3,3
59,Feyenoord,FC Utrecht,20,8,5,2,82,78,52,48,6,9,21,13,49,51,1,0
60,NAC Breda,AZ Alkmaar,13,13,7,2,77,81,58,42,6,4,17,22,43,57,3,0
61,PSV Eindhoven,Ajax,14,13,9,3,79,87,61,39,9,16,26,13,41,59,4,0
62,Vitesse,PEC Zwolle,21,12,5,7,84,82,67,33,2,6,24,22,50,50,3,0
63,Ajax,Go Ahead Eagles,27,6,11,5,89,77,42,58,12,4,18,22,66,34,6,0
64,AZ Alkmaar,PSV Eindhoven,15,14,6,5,81,77,53,47,6,15,24,18,53,47,2,1
65,PEC Zwolle,NAC Breda,14,6,3,2,86,77,67,33,10,5,16,22,62,38,0,0
66,FC Utrecht,Roda,11,22,4,12,74,86,73,27,4,3,19,15,39,61,3,3
67,RKC Waalwijk,Heracles,13,23,5,11,80,80,65,35,5,15,9,23,46,54,1,4
68,Feyenoord,ADO Den Haag,17,8,8,5,84,76,45,55,9,5,21,25,64,36,4,2
69,SC Heerenveen,Cambuur,16,14,6,5,69,76,81,19,9,5,21,20,42,58,2,1
70,NEC Nijmegen,Vitesse,17,25,6,7,65,76,24,76,5,18,21,20,42,58,2,3
71,Twente,FC Groningen,26,4,10,1,92,73,50,50,10,2,22,24,72,28,5,0
72,Cambuur,Twente,10,7,2,1,72,81,54,46,3,10,16,14,45,55,0,1
73,ADO Den Haag,SC Heerenveen,15,15,8,2,78,75,64,36,10,13,27,28,49,51,1,1
74,Go Ahead Eagles,NEC Nijmegen,13,14,5,5,79,75,53,47,6,10,18,15,50,50,4,3
75,NAC Breda,Heracles,24,19,10,10,77,68,62,38,9,8,11,18,53,47,2,1
76,Roda,PEC Zwolle,7,21,2,5,74,89,41,59,5,4,14,9,38,62,0,0
77,Ajax,FC Utrecht,21,12,11,1,89,78,37,63,13,9,13,20,63,37,3,0
78,FC Groningen,AZ Alkmaar,17,11,6,3,74,78,49,51,17,7,19,19,45,55,2,1
79,PSV Eindhoven,RKC Waalwijk,35,6,17,3,85,63,48,52,13,9,20,25,71,29,2,1
80,Vitesse,Feyenoord,28,11,10,6,84,75,54,46,4,8,17,17,64,36,1,2
81,Go Ahead Eagles,Feyenoord,10,18,5,6,80,78,68,32,8,7,21,14,49,51,2,2
82,FC Groningen,PSV Eindhoven,13,24,7,9,65,82,52,48,7,16,31,13,34,66,1,0
83,Twente,Ajax,13,14,6,4,76,88,36,64,4,14,18,13,34,66,1,1
84,FC Utrecht,NAC Breda,24,14,12,8,81,75,73,27,6,6,15,18,54,46,4,2
85,RKC Waalwijk,Roda,13,15,10,6,80,87,35,65,5,4,12,14,37,63,1,2
86,AZ Alkmaar,Cambuur,18,6,8,3,80,77,65,35,8,14,26,17,57,43,3,1
87,SC Heerenveen,Vitesse,17,14,7,8,70,84,54,46,6,9,26,23,38,62,2,3
88,Heracles,NEC Nijmegen,21,9,2,2,83,58,37,63,6,5,17,22,67,33,1,1
89,PEC Zwolle,ADO Den Haag,21,17,7,7,89,80,18,82,17,7,12,19,59,41,6,1
90,NEC Nijmegen,SC Heerenveen,9,15,6,5,67,83,68,32,3,2,24,12,36,64,2,1
91,ADO Den Haag,Twente,13,21,5,6,65,87,56,44,10,12,22,17,29,71,3,2
92,Ajax,RKC Waalwijk,28,9,8,1,90,67,65,35,10,10,7,19,75,25,0,0
93,Cambuur,FC Utrecht,16,8,7,3,84,68,44,56,10,1,27,24,58,42,3,1
94,NAC Breda,Go Ahead Eagles,13,12,10,6,83,79,16,84,4,1,13,12,55,45,5,0
95,Feyenoord,Heracles,17,13,6,8,77,70,54,46,4,5,27,17,62,38,1,2
96,PEC Zwolle,AZ Alkmaar,11,14,4,6,82,76,38,62,8,9,15,21,57,43,0,2
97,Roda,PSV Eindhoven,21,8,6,4,82,82,59,41,9,10,16,16,56,44,2,1
98,Vitesse,FC Groningen,22,8,13,3,85,74,59,41,10,5,25,13,61,39,2,2
99,RKC Waalwijk,NAC Breda,19,12,9,2,75,77,54,46,16,7,18,10,51,49,3,0
100,Ajax,Vitesse,14,13,3,7,83,79,43,57,15,16,19,14,56,44,0,1
101,AZ Alkmaar,ADO Den Haag,16,9,6,3,82,66,57,43,13,16,19,18,64,36,2,0
102,PSV Eindhoven,PEC Zwolle,15,9,6,2,82,80,47,53,13,12,20,12,57,43,1,1
103,Twente,NEC Nijmegen,19,9,10,5,85,74,44,56,5,6,18,18,63,37,2,2
104,Cambuur,Feyenoord,13,9,5,4,79,74,52,48,8,7,26,18,55,45,0,2
105,Go Ahead Eagles,Heracles,14,13,8,5,75,66,63,37,12,11,14,20,54,46,1,1
106,FC Groningen,Roda,22,18,11,7,76,73,45,55,10,7,23,20,52,48,3,3
107,FC Utrecht,SC Heerenveen,12,13,4,4,75,81,68,32,7,21,27,22,40,60,2,0
108,SC Heerenveen,RKC Waalwijk,23,9,11,4,83,71,42,58,15,6,13,30,63,37,5,2
109,ADO Den Haag,Cambuur,12,7,7,2,64,77,64,36,6,6,19,15,39,61,3,0
110,Heracles,FC Groningen,13,15,3,6,71,74,53,47,3,7,26,20,49,51,0,3
111,NAC Breda,PSV Eindhoven,20,19,7,3,71,82,61,39,6,13,18,19,42,58,2,1
112,Roda,Go Ahead Eagles,13,13,3,6,82,78,65,35,5,7,7,15,57,43,1,4
113,Feyenoord,AZ Alkmaar,20,7,10,2,84,72,49,51,9,2,20,27,62,38,2,2
114,NEC Nijmegen,Ajax,10,15,1,6,70,88,54,46,1,7,17,18,34,66,0,3
115,PEC Zwolle,Twente,13,18,7,9,85,88,62,38,11,5,15,6,47,53,1,1
116,Vitesse,FC Utrecht,26,8,11,5,88,73,63,37,16,4,12,21,68,32,3,1
117,Ajax,Heracles,14,5,6,1,86,71,62,38,13,10,19,16,64,36,3,0
118,AZ Alkmaar,Roda,7,23,4,5,71,88,53,47,11,7,14,19,31,69,2,2
119,Cambuur,NEC Nijmegen,13,10,8,5,80,66,40,60,9,5,14,13,58,42,2,1
120,Go Ahead Eagles,Vitesse,4,24,0,11,64,92,56,44,2,13,14,11,23,77,0,3
121,PSV Eindhoven,SC Heerenveen,25,7,9,3,88,58,44,56,12,5,16,17,78,22,1,1
122,FC Groningen,PEC Zwolle,22,6,10,2,82,79,57,43,12,10,12,29,48,52,0,0
123,Twente,NAC Breda,19,15,9,8,86,76,29,71,6,10,8,16,54,46,5,2
124,FC Utrecht,ADO Den Haag,13,24,8,4,80,76,31,69,3,5,17,12,53,47,3,0
125,RKC Waalwijk,Feyenoord,10,25,6,11,75,82,49,51,11,7,15,29,38,62,1,0
126,Roda,Twente,12,15,3,6,75,83,53,47,4,6,18,11,45,55,1,2
127,SC Heerenveen,Go Ahead Eagles,20,11,8,5,76,70,44,56,7,6,18,20,49,51,3,1
128,NAC Breda,FC Groningen,11,11,3,5,75,77,54,46,5,11,15,14,47,53,2,2
129,NEC Nijmegen,AZ Alkmaar,18,20,8,9,68,77,46,54,9,7,26,17,46,54,3,2
130,PEC Zwolle,RKC Waalwijk,20,9,7,4,90,76,50,50,7,3,16,20,70,30,1,1
131,ADO Den Haag,Ajax,11,16,2,10,72,83,65,35,10,15,26,17,39,61,0,4
132,Feyenoord,PSV Eindhoven,18,4,6,2,86,71,67,33,8,10,22,19,63,37,3,1
133,Heracles,FC Utrecht,21,6,8,4,73,78,45,55,8,5,23,7,53,47,1,2
134,Vitesse,Cambuur,17,13,8,2,80,67,60,40,11,7,19,23,56,44,3,0
135,FC Utrecht,NEC Nijmegen,15,16,6,6,79,76,53,47,8,1,14,20,54,46,2,0
136,Ajax,NAC Breda,20,6,9,2,90,68,57,43,20,4,14,18,68,32,4,0
137,AZ Alkmaar,Twente,15,12,2,6,74,83,54,46,7,16,24,22,49,51,1,2
138,PSV Eindhoven,Vitesse,17,16,7,12,79,75,59,41,8,17,26,33,54,46,2,6
139,RKC Waalwijk,Cambuur,10,15,4,5,71,78,69,31,9,11,15,17,42,58,2,2
140,Go Ahead Eagles,PEC Zwolle,7,6,6,1,76,84,55,45,3,14,24,17,38,62,4,1
141,FC Groningen,ADO Den Haag,14,19,5,7,78,72,30,70,8,16,26,30,58,42,1,2
142,SC Heerenveen,Feyenoord,14,16,3,6,72,76,53,47,6,7,23,27,52,48,1,2
143,Roda,Heracles,11,22,7,8,73,77,46,54,11,10,16,18,48,52,1,3
144,PEC Zwolle,SC Heerenveen,13,11,3,4,85,75,42,58,7,12,25,23,65,35,1,2
145,ADO Den Haag,RKC Waalwijk,17,9,5,3,84,66,48,52,10,9,15,21,65,35,1,2
146,NEC Nijmegen,Roda,26,13,12,5,75,71,50,50,7,7,14,9,53,47,4,3
147,Twente,Go Ahead Eagles,17,9,11,3,88,77,73,27,11,5,8,22,60,40,3,1
148,Vitesse,NAC Breda,26,13,9,6,85,66,53,47,12,6,20,18,63,37,3,2
149,Cambuur,Ajax,11,5,3,2,62,79,37,63,3,6,24,9,38,62,1,2
150,Feyenoord,FC Groningen,17,12,8,2,83,83,57,43,7,7,28,13,52,48,1,0
151,Heracles,AZ Alkmaar,12,19,7,6,71,75,31,69,8,8,24,24,46,54,2,0
152,FC Utrecht,PSV Eindhoven,14,12,5,8,79,86,64,36,10,9,23,16,43,57,1,5
153,RKC Waalwijk,Twente,8,20,1,4,70,89,37,63,9,9,12,13,27,73,1,1
154,AZ Alkmaar,SC Heerenveen,17,18,3,10,75,73,33,67,7,8,21,24,57,43,1,5
155,Feyenoord,PEC Zwolle,23,2,8,1,86,78,67,33,14,2,20,13,59,41,3,0
156,RKC Waalwijk,FC Groningen,13,16,3,5,87,87,75,25,8,11,22,12,58,42,1,1
157,FC Groningen,NEC Nijmegen,18,13,10,5,75,71,68,32,12,11,14,20,52,48,5,2
158,Ajax,PSV Eindhoven,9,15,3,4,82,80,38,62,13,9,29,22,52,48,1,0
159,Heracles,Vitesse,14,7,8,4,76,79,56,44,9,23,19,24,51,49,2,2
160,Cambuur,Go Ahead Eagles,18,6,5,1,77,79,29,71,11,5,12,30,51,49,2,0
161,Go Ahead Eagles,FC Utrecht,14,8,7,3,77,77,54,46,6,3,20,14,52,48,2,1
162,NEC Nijmegen,ADO Den Haag,13,16,9,5,68,70,52,48,9,6,22,14,49,51,3,1
163,NAC Breda,Cambuur,11,9,3,2,75,66,43,57,5,4,9,24,56,44,1,0
164,FC Utrecht,Feyenoord,5,30,3,14,79,85,43,57,4,10,12,15,43,57,2,5
165,PSV Eindhoven,ADO Den Haag,15,5,5,2,89,64,54,46,13,7,13,15,75,25,2,0
166,Heracles,RKC Waalwijk,22,14,8,3,83,73,36,64,10,8,11,19,55,45,2,1
167,Roda,Ajax,7,13,4,7,72,83,52,48,5,15,22,11,38,62,1,2
168,ADO Den Haag,Feyenoord,10,17,4,5,67,85,40,60,6,11,29,23,30,70,3,2
169,Twente,Heracles,18,8,11,5,86,80,59,41,10,10,21,17,53,47,3,1
170,NAC Breda,PEC Zwolle,11,12,2,7,63,71,49,51,6,7,15,19,45,55,1,2
171,AZ Alkmaar,NAC Breda,16,6,6,1,85,81,87,13,6,6,14,14,57,43,3,0
172,PSV Eindhoven,AZ Alkmaar,19,17,6,8,80,76,40,60,14,10,19,22,49,51,1,0
173,SC Heerenveen,Roda,15,10,7,4,80,78,41,59,13,11,21,25,50,50,2,2
174,PEC Zwolle,Vitesse,13,10,3,5,72,89,38,62,10,11,32,22,33,67,1,2
175,Roda,FC Utrecht,5,11,3,1,76,86,48,52,4,8,25,21,38,62,1,0
176,Cambuur,SC Heerenveen,11,11,5,2,76,69,50,50,3,9,28,19,49,51,3,1
177,Go Ahead Eagles,Ajax,5,16,1,3,64,84,66,34,4,5,26,14,36,64,0,1
178,FC Groningen,Twente,13,15,6,3,73,84,35,65,7,8,28,13,36,64,1,1
179,Vitesse,NEC Nijmegen,20,12,3,5,86,68,57,43,10,8,17,26,67,33,1,1
180,Feyenoord,Vitesse,13,13,2,5,80,85,46,54,9,7,18,18,41,59,1,1
181,AZ Alkmaar,FC Groningen,15,14,10,4,84,81,50,50,6,12,26,24,54,46,2,0
182,SC Heerenveen,ADO Den Haag,13,15,7,5,77,68,50,50,16,6,20,33,54,46,3,0
183,Heracles,NAC Breda,24,7,10,3,79,63,61,39,10,2,26,19,60,40,1,2
184,PEC Zwolle,Roda,13,10,4,1,84,84,50,50,9,3,26,19,48,52,3,1
185,NEC Nijmegen,Go Ahead Eagles,13,16,2,3,62,71,51,49,4,9,16,24,43,57,1,1
186,Twente,Cambuur,26,8,10,3,82,74,50,50,11,13,8,19,54,46,3,1
187,FC Utrecht,Ajax,12,16,3,7,72,87,39,61,11,19,30,22,29,71,1,1
188,NAC Breda,Roda,9,13,4,3,70,79,30,70,7,10,23,30,41,59,2,0
189,RKC Waalwijk,PSV Eindhoven,11,27,4,8,69,88,23,77,7,13,36,23,29,71,2,0
190,PSV Eindhoven,Twente,13,15,6,4,84,82,63,37,18,17,19,15,55,45,3,2
191,ADO Den Haag,Heracles,13,11,3,7,72,76,56,44,6,13,25,22,47,53,0,3
192,FC Groningen,SC Heerenveen,12,22,3,8,76,83,57,43,5,14,18,24,44,56,1,3
193,Roda,Feyenoord,7,15,2,7,84,80,39,61,11,6,23,21,53,47,1,2
194,Heracles,Cambuur,15,10,4,6,81,66,50,50,5,8,10,20,62,38,1,1
195,Vitesse,AZ Alkmaar,16,11,6,4,82,67,53,47,10,9,25,33,60,40,0,2
196,PEC Zwolle,Ajax,11,16,5,7,72,86,41,59,8,12,12,17,34,66,1,1
197,Cambuur,PSV Eindhoven,15,9,4,5,70,77,48,52,6,10,31,20,45,55,1,2
198,RKC Waalwijk,FC Utrecht,12,22,8,6,74,77,71,29,16,11,21,25,48,52,5,2
199,PSV Eindhoven,Heracles,25,12,8,6,84,73,54,46,10,11,29,26,58,42,2,1
200,Go Ahead Eagles,RKC Waalwijk,21,8,8,2,83,77,47,53,6,7,27,17,56,44,2,2
201,AZ Alkmaar,FC Utrecht,16,13,6,4,82,74,52,48,15,9,21,26,61,39,1,1
202,SC Heerenveen,Twente,11,15,7,3,73,82,62,38,9,9,23,12,48,52,0,2
203,Roda,ADO Den Haag,8,14,4,5,82,65,58,42,8,6,21,20,66,34,0,1
204,NEC Nijmegen,NAC Breda,14,6,4,5,64,72,56,44,5,9,29,18,48,52,1,1
205,Twente,Vitesse,17,8,6,1,78,85,29,71,6,13,22,28,41,59,2,0
206,Ajax,FC Groningen,18,14,6,6,87,73,52,48,9,7,18,28,71,29,2,1
207,FC Utrecht,PEC Zwolle,12,8,5,3,77,73,83,17,9,5,26,24,53,47,1,2
208,Vitesse,ADO Den Haag,15,8,2,3,84,56,51,49,11,11,22,26,74,26,0,0
209,Feyenoord,NEC Nijmegen,20,9,12,3,82,68,47,53,7,7,15,16,59,41,5,1
210,Go Ahead Eagles,AZ Alkmaar,15,14,5,6,74,84,52,48,8,5,22,22,41,59,2,1
211,Vitesse,RKC Waalwijk,25,8,10,4,88,71,44,56,13,12,23,18,69,31,3,1
212,Heracles,SC Heerenveen,18,14,6,4,77,66,43,57,11,8,27,11,61,39,1,2
213,RKC Waalwijk,NEC Nijmegen,12,17,4,7,80,77,56,44,24,5,13,24,49,51,1,3
214,ADO Den Haag,NAC Breda,16,5,4,1,82,77,55,45,14,7,20,30,57,43,1,1
215,Ajax,SC Heerenveen,12,9,6,0,84,71,54,46,13,10,26,20,62,38,3,0
216,AZ Alkmaar,RKC Waalwijk,26,7,14,2,89,82,57,43,18,10,27,21,62,38,4,0
217,Cambuur,PEC Zwolle,18,8,7,1,75,77,38,62,3,2,24,23,48,52,3,1
218,PEC Zwolle,NEC Nijmegen,11,16,6,7,73,81,24,76,9,11,19,22,43,57,3,3
219,FC Groningen,Go Ahead Eagles,11,17,5,3,82,80,30,70,14,8,23,21,49,51,1,0
220,Vitesse,Roda,24,3,7,0,91,71,69,31,13,8,16,19,70,30,3,0
221,NAC Breda,Feyenoord,13,17,7,9,71,74,59,41,8,8,16,21,46,54,1,1
222,Feyenoord,Ajax,14,13,5,5,73,75,66,34,5,5,19,18,54,46,1,2
223,ADO Den Haag,Go Ahead Eagles,5,15,3,3,70,85,68,32,16,14,26,27,32,68,3,2
224,Go Ahead Eagles,PSV Eindhoven,8,13,5,5,69,81,40,60,8,13,26,16,38,62,2,3
225,Cambuur,Roda,16,9,7,3,81,77,50,50,8,6,15,19,57,43,1,0
226,FC Groningen,Cambuur,15,18,7,5,72,75,42,58,4,7,22,20,54,46,1,1
227,SC Heerenveen,NAC Breda,20,10,3,2,79,74,52,48,15,6,22,33,56,44,0,0
228,FC Utrecht,Twente,8,12,3,5,76,86,38,62,3,13,16,15,35,65,1,1
229,NEC Nijmegen,PSV Eindhoven,8,16,2,9,70,83,50,50,8,18,19,10,42,58,0,2
230,AZ Alkmaar,Heracles,26,6,11,1,88,71,79,21,21,4,11,9,69,31,4,0
231,PEC Zwolle,Heracles,19,19,9,10,80,76,48,52,5,7,8,16,54,46,1,1
232,SC Heerenveen,PEC Zwolle,17,14,7,6,76,71,55,45,18,5,18,19,53,47,3,0
233,Ajax,AZ Alkmaar,21,6,14,3,87,74,46,54,12,6,30,25,60,40,4,0
234,Twente,Feyenoord,12,8,2,5,83,76,52,48,6,7,26,22,57,43,2,2
235,FC Utrecht,FC Groningen,12,12,3,4,76,76,59,41,7,5,24,17,51,49,1,0
236,ADO Den Haag,FC Groningen,13,9,6,2,82,77,56,44,7,2,22,15,54,46,2,1
237,NAC Breda,Vitesse,9,18,1,5,71,88,41,59,10,13,17,21,31,69,1,2
238,Heracles,Roda,13,7,6,2,71,75,55,45,7,6,15,11,48,52,2,1
239,PSV Eindhoven,FC Utrecht,27,6,6,0,84,75,54,46,8,3,23,25,65,35,1,0
240,NAC Breda,Ajax,4,20,3,7,69,81,46,54,10,10,21,11,34,66,0,0
241,Roda,NEC Nijmegen,12,17,6,6,77,69,54,46,14,8,14,13,55,45,3,1
242,Vitesse,PSV Eindhoven,14,11,2,6,83,69,63,37,6,8,21,21,65,35,1,2
243,Ajax,Cambuur,19,7,8,3,84,71,57,43,7,4,18,28,62,38,1,1
244,Feyenoord,SC Heerenveen,14,8,7,3,78,65,55,45,15,5,25,35,60,40,2,0
245,Go Ahead Eagles,Twente,9,10,3,1,70,81,51,49,10,11,27,14,39,61,1,0
246,NEC Nijmegen,FC Utrecht,19,6,8,2,70,72,42,58,6,9,19,25,51,49,2,2
247,FC Groningen,Feyenoord,9,15,3,5,82,72,41,59,8,6,15,29,59,41,0,2
248,PEC Zwolle,Go Ahead Eagles,14,13,4,2,79,83,57,43,6,10,23,24,50,50,2,0
249,RKC Waalwijk,ADO Den Haag,12,13,4,6,74,71,54,46,9,5,31,26,49,51,1,1
250,Twente,AZ Alkmaar,18,9,4,3,86,79,27,73,8,7,23,24,63,37,2,1
251,Cambuur,RKC Waalwijk,20,15,7,7,78,71,48,52,11,10,27,15,52,48,3,2
252,AZ Alkmaar,PEC Zwolle,20,9,12,3,84,79,43,57,11,6,21,29,53,47,2,1
253,SC Heerenveen,NEC Nijmegen,17,16,6,5,78,69,54,46,11,8,24,25,56,44,2,2
254,PSV Eindhoven,Roda,19,11,7,5,86,75,58,42,19,11,19,32,62,38,3,1
255,Twente,ADO Den Haag,16,8,5,3,85,78,40,60,7,3,14,16,54,46,1,1
256,RKC Waalwijk,Ajax,11,20,3,8,74,86,52,48,8,9,21,22,37,63,0,2
257,Go Ahead Eagles,NAC Breda,12,12,3,5,80,80,70,30,2,8,13,10,52,48,2,1
258,FC Groningen,Vitesse,15,19,10,11,59,85,71,29,6,9,23,28,27,73,3,1
259,Heracles,Feyenoord,14,12,2,3,77,75,49,51,5,5,12,16,51,49,1,2
260,FC Utrecht,Cambuur,10,15,6,2,69,75,71,29,5,8,24,13,46,54,1,0
261,NAC Breda,FC Utrecht,18,10,12,3,80,77,46,54,11,4,10,17,49,51,2,2
262,Cambuur,AZ Alkmaar,16,8,3,3,83,77,41,59,11,4,19,19,56,44,0,0
263,NEC Nijmegen,Heracles,16,13,5,8,64,78,73,27,6,9,25,15,40,60,1,2
264,PSV Eindhoven,FC Groningen,16,18,9,9,86,70,33,67,12,6,12,25,68,32,2,3
265,Vitesse,SC Heerenveen,17,12,6,5,85,70,53,47,9,12,20,30,64,36,2,2
266,ADO Den Haag,PEC Zwolle,20,10,7,3,75,84,60,40,10,7,13,28,38,62,1,1
267,Ajax,Twente,10,14,6,4,76,76,45,55,10,6,23,23,52,48,3,0
268,Feyenoord,Go Ahead Eagles,17,9,9,2,90,76,60,40,3,6,15,24,63,37,5,0
269,Roda,RKC Waalwijk,22,9,4,3,83,61,41,59,12,3,15,14,72,28,0,1
270,PEC Zwolle,FC Groningen,19,13,6,7,86,74,57,43,3,7,19,18,67,33,0,1
271,SC Heerenveen,PSV Eindhoven,13,12,6,3,73,83,70,30,9,13,36,15,36,64,3,0
272,Heracles,Ajax,9,14,3,2,77,92,24,76,2,9,12,14,34,66,1,1
273,NAC Breda,Twente,11,21,5,8,77,81,55,45,12,14,5,30,44,56,0,2
274,NEC Nijmegen,Cambuur,18,16,5,8,60,71,61,39,10,5,16,13,41,59,1,1
275,ADO Den Haag,FC Utrecht,16,8,7,2,87,74,44,56,13,3,13,18,62,38,4,1
276,Feyenoord,RKC Waalwijk,17,6,4,1,83,73,58,42,4,6,14,14,59,41,2,0
277,Roda,AZ Alkmaar,19,6,10,2,80,73,59,41,7,2,16,18,58,42,2,2
