Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
272,FC Dordrecht,Cambuur,9,14,6,5,69,72,60,40,6,10,26,9,51,49,0,0
273,SC Heerenveen,FC Groningen,13,6,3,2,69,82,50,49,11,16,20,19,39,61,3,1
274,Cambuur,PSV Eindhoven,12,9,4,4,87,71,54,46,10,10,17,18,63,37,1,2
275,PEC Zwolle,Ajax,16,18,7,6,81,86,49,51,6,10,20,13,42,58,1,1
276,FC Dordrecht,Excelsior,7,15,2,4,74,65,57,43,3,11,21,6,56,44,1,0
277,Twente,Vitesse,22,14,7,5,68,65,53,47,20,11,21,33,49,51,1,2
278,FC Groningen,Feyenoord,12,11,4,2,82,73,48,52,8,7,10,23,52,48,1,1
279,Feyenoord,Excelsior,27,6,11,3,88,56,47,53,10,7,21,17,78,22,3,2
280,PEC Zwolle,AZ Alkmaar,13,11,3,3,75,77,44,56,7,11,21,15,54,46,1,1
281,Twente,AZ Alkmaar,27,12,8,7,80,65,42,58,24,13,19,23,62,38,0,2
282,FC Dordrecht,Go Ahead Eagles,13,13,6,4,76,71,55,45,7,6,18,10,51,49,2,1
283,FC Utrecht,Excelsior,14,8,4,3,84,73,63,37,6,5,21,21,62,38,2,2
284,Feyenoord,Vitesse,19,17,7,8,75,71,61,39,9,16,17,16,51,49,1,4
285,AZ Alkmaar,NAC Breda,24,18,11,8,83,75,62,38,14,10,21,17,57,43,3,2
286,Willem II,ADO Den Haag,14,21,4,4,78,75,54,46,7,4,20,15,51,49,1,0
287,AZ Alkmaar,Heracles,13,16,6,10,80,73,45,55,9,10,18,19,56,44,3,1
288,ADO Den Haag,Twente,12,11,4,1,74,79,52,48,8,16,29,8,46,54,2,0
289,PSV Eindhoven,FC Groningen,19,11,5,3,78,76,87,13,9,4,20,17,49,51,2,1
290,Go Ahead Eagles,Excelsior,11,9,2,3,74,67,50,50,2,8,30,19,58,42,0,0
291,Cambuur,FC Utrecht,18,16,9,4,80,67,58,42,8,5,15,8,59,41,3,1
292,Heracles,FC Groningen,15,10,7,4,72,81,56,44,4,9,20,12,40,60,2,2
293,NAC Breda,PSV Eindhoven,15,15,4,3,86,80,50,50,6,21,25,20,54,46,0,2
294,NAC Breda,Go Ahead Eagles,17,16,7,6,74,71,31,69,4,5,22,18,49,51,1,0
295,Ajax,AZ Alkmaar,12,15,4,5,82,79,45,55,8,7,21,26,49,51,0,1
296,SC Heerenveen,Feyenoord,12,15,6,2,70,80,57,43,8,4,18,20,41,59,3,1
297,Excelsior,Willem II,13,12,3,5,73,82,55,45,9,6,16,21,42,58,2,3
298,FC Dordrecht,ADO Den Haag,9,12,2,5,76,61,59,41,8,9,18,15,54,46,0,0
299,Willem II,FC Utrecht,17,12,7,4,80,76,54,46,7,7,23,16,47,53,1,0
300,Twente,Excelsior,12,8,4,5,79,65,48,52,12,12,26,46,60,40,1,3
301,FC Utrecht,AZ Alkmaar,20,11,7,5,68,76,58,42,7,6,25,13,47,53,6,2
302,PEC Zwolle,FC Dordrecht,19,8,9,1,80,76,55,45,4,2,16,18,57,43,4,0
303,Vitesse,AZ Alkmaar,16,17,6,4,78,67,39,61,16,11,24,29,58,42,3,1
304,Cambuur,Vitesse,13,15,2,9,71,68,46,54,6,6,17,18,60,40,0,2
305,Vitesse,Ajax,25,9,4,2,78,68,47,53,17,13,30,18,62,38,1,0
