Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
258,Rizespor,Akhisar Belediyespor,8,6,2,3,77,80,43,57,8,10,19,21,51,49,0,2
259,Sivasspor,Trabzonspor,30,10,10,6,85,70,43,57,8,4,8,20,62,38,0,2
260,Fenerbahce,Trabzonspor,14,4,5,2,82,75,65,35,11,8,21,21,55,45,2,0
261,Antalyaspor,Osmanlispor FK,13,10,4,2,78,73,63,37,13,17,18,21,53,47,1,1
262,Rizespor,Konyaspor,14,4,4,1,73,85,52,48,10,8,18,9,38,62,0,0
263,Genclerbirligi,Gaziantepspor,19,19,7,5,70,75,46,54,3,7,18,17,48,52,2,2
264,Besiktas,Akhisar Belediyespor,27,8,5,5,84,66,55,45,8,4,10,21,67,33,0,2
265,Bursaspor,Kayseri Erciyessporspor,12,12,5,4,78,67,45,55,7,7,23,15,58,42,1,2
266,Kasimpasa,Galatasaray,23,12,8,6,82,73,67,33,14,8,11,18,55,45,2,2
267,Eskisehirspor,Mersin,13,6,6,4,75,77,62,38,8,2,11,14,45,55,3,2
268,Sivasspor,Istanbul Basaksehir,14,10,6,3,74,74,35,65,5,8,14,12,50,50,2,2
269,Rizespor,Kasimpasa,11,18,5,7,70,84,35,65,6,10,15,9,39,61,2,0
270,Sivasspor,Antalyaspor,16,6,5,0,74,71,50,50,2,4,19,15,57,43,0,0
271,Gaziantepspor,Galatasaray,9,11,3,4,70,80,37,63,5,6,23,14,40,60,2,0
272,Genclerbirligi,Akhisar Belediyespor,12,13,4,3,80,71,37,63,5,5,13,24,58,42,3,1
273,Fenerbahce,Besiktas,13,11,7,4,70,75,46,54,9,4,23,12,43,57,2,0
274,Eskisehirspor,Bursaspor,14,10,3,4,73,76,50,50,4,2,17,12,45,55,0,1
275,Mersin,Konyaspor,7,11,4,5,69,82,44,56,3,4,9,16,41,59,0,2
276,Trabzonspor,Osmanlispor FK,18,19,4,8,80,80,61,39,6,11,18,18,53,47,1,2
277,Istanbul Basaksehir,Kayseri Erciyessporspor,14,6,9,1,77,74,55,45,4,5,22,22,49,51,1,0
278,Trabzonspor,Fenerbahce,8,13,2,6,86,79,35,65,7,9,13,14,55,45,0,4
279,Osmanlispor FK,Antalyaspor,14,8,7,0,76,82,39,61,13,7,17,16,43,57,3,0
280,Konyaspor,Rizespor,12,8,6,2,83,74,54,46,7,5,7,15,59,41,3,1
281,Gaziantepspor,Genclerbirligi,3,22,2,10,75,84,48,52,4,13,19,20,47,53,1,3
282,Akhisar Belediyespor,Besiktas,11,13,6,6,70,81,54,46,4,8,18,22,38,62,3,3
283,Kayseri Erciyessporspor,Bursaspor,10,10,3,5,68,80,39,61,6,2,10,15,36,64,2,1
284,Galatasaray,Kasimpasa,10,19,6,6,79,82,37,63,6,12,19,12,53,47,4,1
285,Mersin,Eskisehirspor,9,12,2,7,80,82,25,75,10,18,25,14,52,48,1,2
286,Istanbul Basaksehir,Sivasspor,13,7,7,3,76,64,67,33,7,13,18,16,62,38,2,2
287,Genclerbirligi,Istanbul Basaksehir,11,10,3,5,80,78,56,44,16,5,12,22,49,51,0,0
288,Fenerbahce,Gaziantepspor,21,5,9,1,87,68,61,39,8,8,25,31,68,32,3,0
289,Besiktas,Kayseri Erciyessporspor,23,5,11,0,87,74,70,30,13,4,18,11,65,35,4,0
290,Bursaspor,Galatasaray,21,13,6,4,78,85,55,45,4,8,20,15,39,61,1,1
291,Sivasspor,Akhisar Belediyespor,10,5,1,1,67,69,57,43,3,2,10,21,47,53,1,1
292,Eskisehirspor,Trabzonspor,22,8,5,2,86,72,50,50,10,13,20,9,61,39,1,0
293,Rizespor,Mersin,19,14,9,3,87,81,63,37,6,6,17,15,58,42,2,0
294,Antalyaspor,Konyaspor,11,10,3,2,75,80,50,50,12,5,12,19,43,57,1,0
295,Kasimpasa,Osmanlispor FK,12,16,5,4,65,76,67,33,6,25,28,18,40,60,1,1
296,Sivasspor,Fenerbahce,15,13,8,2,66,79,44,56,10,19,17,12,40,60,2,2
297,Trabzonspor,Kasimpasa,3,14,1,9,83,89,46,54,10,10,9,23,43,57,0,6
298,Genclerbirligi,Eskisehirspor,9,12,3,5,83,88,47,53,9,6,24,12,48,52,3,1
299,Osmanlispor FK,Akhisar Belediyespor,17,4,4,0,78,73,48,52,27,9,16,18,51,49,1,0
300,Konyaspor,Besiktas,13,14,5,5,79,83,68,32,11,23,15,12,44,56,2,1
301,Mersin,Bursaspor,5,22,3,10,73,83,68,32,6,2,11,17,45,55,2,5
302,Gaziantepspor,Antalyaspor,12,6,7,1,69,82,45,55,10,8,24,14,37,63,2,0
303,Istanbul Basaksehir,Rizespor,13,5,3,3,82,78,42,58,5,6,14,16,48,52,1,0
304,Galatasaray,Kayseri Erciyessporspor,9,20,7,7,87,87,47,53,4,6,18,9,54,46,6,0
305,Besiktas,Mersin,17,7,4,1,80,57,33,67,4,5,10,18,64,36,1,0
