,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
263,Gaziantepspor,Mersin,10,8,4,1,72,67,36,64,4,2,18,12,50,50,1,0
264,Rizespor,Istanbul Basaksehir,13,18,3,6,81,78,23,77,3,3,12,13,59,41,0,2
265,Balikesirspor,Besiktas,5,10,2,5,74,82,31,69,11,7,10,25,42,58,0,1
266,Fenerbahce,Sivasspor,20,10,8,2,88,79,33,67,2,6,28,9,55,45,4,1
267,Eskisehirspor,Balikesirspor,21,12,8,3,82,69,32,68,13,10,15,16,62,38,2,2
268,Gaziantepspor,Galatasaray,17,16,3,4,76,76,42,58,8,5,20,21,54,46,0,1
269,Eskisehirspor,Rizespor,17,3,7,2,84,67,63,37,6,3,18,22,69,31,1,2
270,Konyaspor,Galatasaray,17,17,7,8,79,85,56,44,10,5,18,13,44,56,0,5
271,Bursaspor,Sivasspor,23,7,9,4,81,70,75,25,8,4,16,19,63,37,3,0
272,Trabzonspor,Genclerbirligi,14,15,6,8,85,77,75,25,5,3,24,13,57,43,4,1
273,Gaziantepspor,Karabukspor,5,4,4,2,62,70,37,63,4,7,24,12,49,51,1,0
274,Akhisar Belediyespor,Genclerbirligi,12,4,6,2,75,77,47,53,4,13,18,22,50,50,1,1
275,Genclerbirligi,Istanbul Basaksehir,8,12,5,4,77,68,42,58,8,4,22,14,55,45,1,0
276,Mersin,Sivasspor,11,12,4,1,71,74,54,46,9,5,18,18,44,56,2,0
277,Trabzonspor,Mersin,19,8,6,3,74,70,52,48,12,2,12,13,54,46,3,1
278,Gaziantepspor,Besiktas,6,18,0,6,56,77,46,54,8,3,20,11,39,61,0,1
279,Kayseri Erciyesspor,Bursaspor,10,13,2,7,75,72,33,67,8,3,16,22,52,48,1,1
280,Istanbul Basaksehir,Bursaspor,9,18,0,0,66,79,44,56,3,7,20,21,36,64,0,0
281,Besiktas,Sivasspor,14,10,8,4,84,76,55,45,8,4,22,14,53,47,3,2
282,Kasimpasa,Eskisehirspor,12,5,5,0,73,81,54,47,4,6,13,18,46,54,1,0
283,Gaziantepspor,Akhisar Belediyespor,11,9,2,2,69,66,44,56,7,3,20,20,51,49,1,0
284,Fenerbahce,Eskisehirspor,19,12,6,4,85,69,60,40,5,8,13,11,67,33,2,2
285,Galatasaray,Fenerbahce,16,16,4,2,85,82,40,60,7,3,23,23,56,44,2,1
286,Mersin,Kayseri Erciyesspor,20,16,8,9,68,76,57,43,3,7,21,16,44,56,1,1
287,Kasimpasa,Genclerbirligi,25,11,6,7,85,74,73,27,2,3,13,14,61,39,2,2
288,Kayseri Erciyesspor,Balikesirspor,14,12,6,4,75,78,44,56,8,6,29,9,51,49,4,0
289,Konyaspor,Istanbul Basaksehir,9,16,2,7,73,67,53,47,2,1,11,17,57,43,0,0
290,Kayseri Erciyesspor,Fenerbahce,9,17,1,5,71,82,47,50,4,3,16,12,46,54,0,1
291,Istanbul Basaksehir,Besiktas,17,23,3,6,72,80,35,65,4,11,12,20,40,60,1,2
292,Akhisar Belediyespor,Konyaspor,9,18,0,6,68,86,50,50,4,3,9,12,37,63,0,0
293,Akhisar Belediyespor,Kasimpasa,11,21,4,1,66,80,38,62,3,9,19,15,41,59,2,0
294,Sivasspor,Istanbul Basaksehir,14,11,2,6,82,71,80,20,8,6,20,17,64,36,0,2
295,Karabukspor,Besiktas,13,8,5,3,81,83,55,45,5,8,15,15,48,52,1,2
296,Bursaspor,Eskisehirspor,12,11,7,7,77,77,55,45,5,3,19,19,47,53,2,2
297,Genclerbirligi,Konyaspor,13,9,9,2,79,75,54,46,7,5,12,22,48,52,5,0
298,Rizespor,Balikesirspor,23,8,7,4,81,72,56,44,4,8,23,21,58,42,2,2
299,Besiktas,Akhisar Belediyespor,10,13,4,5,73,81,44,56,4,5,25,10,47,53,3,1
300,Genclerbirligi,Kayseri Erciyesspor,6,18,0,4,78,82,52,48,4,12,8,16,51,49,0,0
301,Galatasaray,Mersin,17,9,3,3,73,71,38,62,2,5,20,11,49,51,3,2
302,Istanbul Basaksehir,Galatasaray,11,18,7,5,66,81,67,33,7,7,18,15,30,70,4,0
303,Balikesirspor,Kasimpasa,12,17,7,6,71,68,47,53,8,14,29,20,53,47,5,3
304,Sivasspor,Rizespor,21,8,6,3,86,55,40,60,5,3,13,16,75,25,0,1
305,Eskisehirspor,Karabukspor,17,10,7,2,78,69,41,59,4,1,11,19,61,39,1,1
